artist17,music58397,285,Reggae,2022,2
artist11,music97602,182,Rock,2016,4
artist13,music1912,182,Blues,2005,3
artist2,music7291,298,Rock,2017,2
artist14,music31922,244,Reggae,2015,3
artist6,music12644,187,Funk,2010,3
artist14,music16069,227,Country,2004,5
artist14,music55613,207,Funk,2002,1
artist16,music94290,223,R&B,2014,5
artist5,music120960,294,Pop,2021,1
artist10,music72250,230,Folk,1999,3
artist9,music37315,182,Reggae,2022,4
artist5,music53721,233,Reggae,2005,1
artist9,music25685,265,Classic,2007,4
artist12,music32472,265,Pop,2012,2
artist17,music42935,208,Blues,2006,3
artist8,music18774,253,Hip Hop,2023,3
artist7,music21275,268,Eletronic,2016,3
artist18,music71350,298,Classic,2002,4
artist12,music31174,298,Alternative,2001,3
artist9,music23245,251,Kpop,2003,1
artist2,music60301,212,Classic,2004,4
artist9,music38938,214,Pop,2009,5
artist17,music77956,216,Funk,2006,2
artist15,music713,211,Jpop,2022,5
artist7,music34543,300,Reggae,2018,5
artist5,music120026,287,Funk,2015,5
artist7,music61564,207,Alternative,2009,2
artist12,music18132,292,Pop,2000,1
artist13,music4918,224,Blues,2015,3
artist12,music48251,300,Blues,2005,4
artist5,music49525,204,Eletronic,2013,2
artist11,music53986,199,Jazz,2015,4
artist5,music117068,193,Alternative,2006,3
artist5,music77036,246,Blues,2005,5
artist6,music18867,273,Jazz,2013,5
artist10,music75996,257,Jazz,2012,4
artist1,music43787,287,Hip Hop,2015,2
artist4,music120032,297,Jazz,2003,2
artist1,music71978,202,R&B,2023,5
artist10,music37354,278,Eletronic,2013,5
artist5,music20921,292,Blues,2019,3
artist18,music49043,267,Country,2010,4
artist13,music26493,199,Hip Hop,2013,2
artist7,music7161,232,Reggae,2012,2
artist7,music16900,259,Jpop,2019,5
artist13,music6929,241,Jpop,2004,2
artist10,music131688,263,Funk,2010,1
artist17,music129738,209,Jpop,2016,2
artist18,music39216,252,Classic,2015,1
artist17,music41513,217,Jpop,2021,1
artist14,music54545,249,Country,2005,5
artist3,music74218,228,Alternative,2000,3
artist1,music76816,226,Alternative,2012,3
artist18,music32522,279,Jazz,2021,2
artist12,music25719,288,Kpop,2011,2
artist14,music12969,237,Kpop,2021,3
artist13,music30670,276,Jpop,2019,3
artist15,music86566,246,Pop,2007,4
artist8,music10319,222,Blues,2019,2
artist16,music101528,270,Funk,2015,5
artist14,music136844,193,Country,2016,3
artist10,music109782,260,Hip Hop,2015,3
artist10,music68234,277,Funk,2023,3
artist17,music5141,257,Blues,2000,2
artist18,music77908,266,Kpop,2022,5
artist3,music2879,295,Blues,2008,4
artist18,music15607,182,Eletronic,1999,1
artist8,music84758,244,R&B,2019,3
artist18,music24154,260,Pop,2000,5
artist10,music108274,278,Funk,2008,1
artist11,music56690,190,Eletronic,2012,4
artist18,music40687,242,Pop,2013,2
artist10,music94466,215,Classic,1999,4
artist12,music101846,222,Hip Hop,2008,2
artist12,music114308,239,Funk,2022,3
artist3,music44512,280,Funk,2013,3
artist17,music111636,253,R&B,2002,3
artist1,music70470,266,Jazz,2019,5
artist6,music36995,260,Classic,2014,1
artist8,music89350,223,Kpop,2019,1
artist2,music38002,231,Blues,2017,4
artist6,music22530,183,Country,2015,1
artist17,music31015,196,Classic,2021,1
artist4,music55305,225,Folk,2009,4
artist14,music88426,189,Jazz,2015,1
artist8,music94960,194,Pop,2000,2
artist18,music15880,194,Hip Hop,2008,2
artist1,music109578,242,Kpop,2022,4
artist2,music102068,240,Pop,2015,5
artist7,music102568,258,R&B,2013,1
artist15,music105950,227,Hip Hop,2007,3
artist11,music47745,194,Eletronic,2000,4
artist13,music12246,300,Jazz,2014,5
artist16,music56279,185,Pop,2005,1
artist11,music87438,286,Pop,2008,4
artist14,music134802,239,Eletronic,2009,4
artist16,music47528,264,Pop,2011,5
artist11,music22625,248,Blues,2015,3
artist17,music12171,264,Kpop,2008,5
artist8,music12848,224,Kpop,2000,2
artist7,music109996,207,Rock,2000,2
artist15,music41832,232,Jazz,2017,5
artist15,music48614,234,R&B,2003,3
artist14,music44067,224,Jpop,2001,1
artist13,music21365,277,Country,2021,1
artist8,music8355,182,R&B,2000,2
artist4,music93306,210,Country,2021,1
artist13,music65812,279,Rock,2000,4
artist3,music13175,214,Rock,2009,1
artist8,music60969,296,Jpop,2005,1
artist18,music24768,222,Country,2002,2
artist11,music77882,256,Alternative,2002,4
artist10,music55725,262,Pop,2017,1
artist2,music39262,299,Hip Hop,2003,4
artist2,music17908,223,Folk,2022,2
artist15,music11426,270,Hip Hop,2008,4
artist9,music49098,188,Country,2014,3
artist6,music11310,290,Hip Hop,2018,4
artist3,music33130,213,Funk,2001,1
artist5,music22437,211,Jazz,2016,3
artist7,music119246,188,Jpop,2020,1
artist18,music29483,219,Jazz,2017,1
artist9,music81212,289,R&B,2003,5
artist17,music59176,184,Rock,2015,4
artist17,music40467,281,Eletronic,2005,5
artist10,music75236,294,R&B,2018,2
artist11,music46666,281,Blues,2015,3
artist1,music5870,273,Rock,2016,3
artist3,music92616,247,Alternative,2018,4
artist17,music89760,225,Folk,2008,5
artist1,music88014,236,Blues,2008,3
artist8,music136880,184,Funk,2010,2
artist17,music7570,243,Hip Hop,2010,3
artist16,music23696,226,Classic,2012,2
artist12,music125694,297,Rock,2016,3
artist13,music17690,192,Kpop,2005,1
artist17,music106756,277,Alternative,2022,1
artist7,music5183,186,Classic,2021,1
artist15,music117906,185,Kpop,2020,4
artist16,music127500,220,Eletronic,2017,1
artist3,music60541,189,Reggae,2006,4
artist10,music46831,278,Jpop,2010,3
artist5,music78124,277,Country,2004,5
artist1,music66106,245,Jazz,2019,2
artist4,music96954,277,Rock,2021,1
artist12,music31701,295,Jpop,2000,4
artist13,music33228,242,Folk,2012,3
artist9,music133904,278,Classic,2005,4
artist4,music86196,299,Country,2018,2
artist2,music29067,224,Pop,2008,2
artist12,music103408,186,Pop,2011,1
artist15,music126914,229,Country,2014,4
artist7,music70652,250,Folk,2013,5
artist5,music85686,298,Pop,1999,2
artist8,music11076,249,Hip Hop,1999,3
artist7,music41479,276,Blues,2011,1
artist11,music59789,289,Blues,2011,2
artist9,music4082,300,Rock,2007,4
artist3,music109450,213,Alternative,2020,5
artist9,music42442,265,Country,2015,4
artist18,music129840,267,Folk,2016,3
artist15,music42318,264,Jazz,2015,3
artist2,music66796,233,Kpop,2008,1
artist9,music15221,204,Funk,2008,4
artist2,music43427,207,Hip Hop,2014,4
artist14,music75578,211,Blues,2014,1
artist18,music12775,198,Country,2006,2
artist3,music109772,280,Hip Hop,2001,2
artist11,music104702,241,Eletronic,2009,5
artist7,music58824,272,Funk,2003,3
artist7,music35578,184,R&B,2013,5
artist9,music27971,256,Folk,2011,4
artist16,music40479,289,Alternative,2005,4
artist18,music109808,193,Jazz,2010,2
artist16,music22869,267,Pop,2009,4
artist2,music103230,263,Jpop,2001,5
artist14,music79326,240,Rock,1999,4
artist4,music37497,264,Classic,2000,1
artist14,music41512,234,Classic,1999,4
artist7,music42875,243,Eletronic,1999,5
artist10,music13480,274,Jazz,2008,3
artist10,music131424,201,Jpop,2022,2
artist7,music18855,296,Funk,2020,3
artist15,music33608,212,Reggae,2010,3
artist10,music125392,222,Folk,2017,5
artist9,music44411,243,Kpop,2018,2
artist7,music131138,193,Jpop,2004,4
artist12,music77188,203,Jazz,2014,2
artist17,music42644,202,Jazz,2013,1
artist12,music18545,240,Kpop,2005,4
artist12,music114438,242,Classic,2014,2
artist14,music50090,285,Jpop,2016,3
artist13,music121420,221,Reggae,2010,4
artist11,music108014,296,Alternative,2017,3
artist8,music6025,184,Eletronic,2001,5
artist16,music5168,209,Folk,2006,1
artist1,music106150,292,Classic,2019,5
artist6,music60845,244,Alternative,2015,4
artist7,music5098,204,Kpop,2017,2
artist16,music52964,270,Blues,2013,5
artist8,music37374,252,Rock,2022,1
artist14,music31020,250,Folk,2002,3
artist5,music103872,272,Classic,2018,4
artist16,music12164,184,Jpop,2002,3
artist15,music46361,296,Eletronic,2014,4
artist6,music48931,248,Eletronic,2018,1
artist3,music124484,263,R&B,2004,3
artist14,music120126,194,Classic,2019,5
artist17,music40669,228,Reggae,2001,1
artist14,music38568,219,Classic,2000,1
artist12,music250,241,Eletronic,2016,5
artist15,music30820,265,Folk,2003,2
artist4,music89636,224,Jpop,2014,2
artist14,music54434,271,Alternative,2014,5
artist7,music30200,252,Funk,2013,5
artist14,music3658,205,Alternative,2016,5
artist13,music5772,234,Blues,2012,4
artist8,music104310,272,Alternative,2018,5
artist16,music8585,184,Eletronic,2014,5
artist15,music11786,279,Classic,2018,5
artist15,music24951,274,Country,2015,5
artist12,music7811,283,Pop,2017,1
artist17,music18435,279,Hip Hop,1999,2
artist7,music64410,183,Pop,2000,5
artist6,music90744,285,Kpop,1999,3
artist15,music5268,252,Pop,2009,1
artist13,music78038,189,Classic,2012,4
artist18,music41010,294,Jazz,2009,5
artist2,music3431,190,Jazz,2008,2
artist4,music23285,259,Kpop,2011,3
artist17,music113004,199,Funk,2008,4
artist10,music122558,293,R&B,2012,2
artist16,music914,245,Classic,2006,2
artist14,music85624,217,Classic,2014,5
artist3,music40995,213,Reggae,2021,5
artist7,music72356,208,Pop,2010,1
artist16,music8834,199,Jazz,2018,3
artist6,music17873,286,Rock,2022,3
artist14,music4887,244,R&B,2023,2
artist18,music112826,273,Blues,2019,2
artist11,music13017,224,R&B,2007,1
artist3,music65498,196,Alternative,1999,5
artist12,music105068,220,Classic,1999,2
artist16,music21857,274,R&B,2012,5
artist1,music2402,253,Funk,2019,5
artist2,music1835,188,Pop,2006,2
artist18,music11013,282,Reggae,2018,4
artist10,music59664,237,Country,2008,3
artist9,music44373,250,Pop,2016,2
artist17,music22984,250,Hip Hop,2021,2
artist10,music65764,300,Classic,2002,2
artist10,music21979,284,Funk,2007,5
artist5,music20386,266,Alternative,2019,4
artist7,music2439,287,Jpop,2009,1
artist6,music85514,297,Blues,2011,5
artist5,music42581,272,Rock,2018,2
artist16,music10892,236,Jpop,2011,4
artist4,music99884,240,Kpop,2015,5
artist3,music30991,207,Country,2023,2
artist4,music72500,231,Folk,2004,1
artist7,music49573,242,Blues,2011,4
artist2,music103418,180,R&B,2023,5
artist14,music96022,237,Jpop,2014,2
artist18,music39764,256,Rock,2021,5
artist8,music57617,283,Reggae,2014,4
artist16,music40698,251,Jazz,1999,1
