artist8,music2543,245,Reggae,2015,2
artist4,music3049,221,Reggae,2017,4
artist5,music2821,218,Country,2014,5
artist4,music2008,181,Reggae,2016,3
artist12,music4995,272,Blues,2017,3
artist2,music5095,293,Classic,2016,5
artist13,music10803,224,Eletronic,2011,5
artist10,music1833,210,Eletronic,2012,1
artist17,music1215,252,Jazz,2006,1
artist17,music2435,251,Country,2001,1
artist15,music8289,217,Rock,2006,4
artist1,music6755,252,R&B,2007,5
artist13,music777,225,Classic,2015,3
artist2,music6076,246,Pop,2002,2
artist13,music3293,242,Blues,2013,1
artist14,music3790,290,Folk,2006,5
artist3,music5341,183,Alternative,2010,4
artist10,music5557,211,Blues,2020,4
artist1,music797,295,Kpop,2022,1
artist5,music8663,292,Reggae,2007,5
artist15,music1571,284,Jazz,2014,2
artist1,music1072,248,Classic,2005,4
artist7,music9901,180,R&B,2003,3
artist15,music7209,295,Classic,2017,4
artist15,music7189,198,Folk,2020,2
artist5,music5119,220,R&B,2013,4
artist6,music9691,216,Reggae,2023,4
artist13,music3616,222,Funk,2010,5
artist11,music3496,195,Alternative,2017,5
artist10,music4169,224,Eletronic,2001,5
artist1,music12593,209,Country,2003,5
artist12,music2696,220,Reggae,2006,1
artist6,music752,193,Classic,1999,2
artist15,music4687,281,Alternative,2011,2
artist7,music1986,291,Hip Hop,2010,1
artist16,music4951,293,Country,2020,3
artist1,music1730,270,Hip Hop,2001,5
artist16,music5464,298,Folk,2007,1
artist3,music6993,217,Classic,2012,1
artist3,music592,194,Rock,2000,1
artist5,music6826,243,Country,1999,1
artist1,music7621,300,Folk,2003,2
artist4,music6527,258,Hip Hop,2013,2
artist5,music12637,199,Reggae,2018,4
artist10,music619,180,Folk,2017,3
artist10,music7185,203,Reggae,2000,3
artist17,music8393,220,Hip Hop,2014,4
artist16,music4060,258,Kpop,2011,5
artist9,music7877,184,Kpop,2016,1
artist1,music12731,183,Eletronic,2020,1
artist10,music9009,187,Reggae,2008,2
artist18,music1232,233,R&B,1999,5
artist2,music12561,249,Folk,2005,5
artist8,music7695,242,Reggae,2007,4
artist3,music5238,190,Alternative,2001,3
artist14,music11791,239,Classic,2019,3
artist12,music7315,222,Folk,2022,3
artist6,music1609,216,Reggae,2016,2
artist5,music2446,180,Pop,2009,2
artist10,music12205,261,Blues,2014,2
artist13,music6273,214,Eletronic,2003,3
artist5,music8653,259,Eletronic,2012,5
artist14,music9061,247,Alternative,2019,2
artist8,music5577,281,R&B,2013,5
artist11,music4563,183,Folk,2014,4
artist11,music3953,194,Rock,2004,3
artist4,music10399,225,Funk,2019,5
artist11,music8387,224,Jpop,2014,2
artist12,music12335,238,Hip Hop,2017,5
artist9,music2581,282,Folk,2023,2
artist4,music10523,299,Country,2011,3
artist18,music4181,262,Reggae,2020,3
artist15,music3738,270,Rock,2019,3
artist4,music12869,261,R&B,2015,2
artist2,music4637,241,Eletronic,1999,3
artist10,music1869,184,Reggae,2001,1
artist8,music6570,200,Funk,2015,3
artist12,music3516,289,Jpop,2002,5
artist10,music3264,219,Jazz,2021,2
artist13,music6828,232,Hip Hop,2003,2
artist5,music2257,259,Rock,2023,4
artist1,music12789,261,Funk,2013,1
artist18,music1199,279,Alternative,2003,2
artist3,music12323,295,Jpop,2005,4
artist18,music5943,229,Hip Hop,2023,3
artist10,music6631,205,R&B,2000,2
artist5,music2087,233,Folk,2017,3
artist2,music362,299,Blues,2011,3
artist16,music3691,231,Funk,2022,2
artist15,music11155,233,Folk,2005,1
artist7,music6736,201,Rock,2009,3
artist15,music40,289,Funk,2010,3
artist18,music4444,225,Kpop,2017,3
artist11,music11635,246,Alternative,1999,3
artist6,music1283,197,Jpop,2018,1
artist5,music11623,186,Hip Hop,2019,3
artist7,music4720,182,Folk,2017,5
artist2,music10249,202,Funk,2020,5
artist11,music4957,217,Reggae,2004,3
artist12,music6734,290,Reggae,2005,1
artist16,music12951,240,Jazz,2005,5
artist16,music10297,212,R&B,2010,3
