artist5,music141,250,Rock,2004,2
artist6,music39,206,Classic,2010,3
artist14,music36,282,Country,1999,4
artist8,music3,216,Folk,2023,3
artist18,music4,191,Hip Hop,2001,3
artist13,music16,211,Reggae,2005,4
artist9,music71,274,Rock,2012,4
artist4,music44,225,Jpop,2005,3
artist4,music57,198,Alternative,2003,2
artist18,music115,267,Funk,2022,3
artist9,music53,250,Folk,2014,3
artist9,music95,183,Hip Hop,2005,3
artist7,music32,213,Jazz,2013,3
artist9,music49,255,Kpop,2006,4
artist6,music111,251,Eletronic,2018,5
artist18,music42,242,Kpop,2009,1
artist8,music18,294,Reggae,2013,4
artist11,music79,222,Funk,2020,3
artist7,music43,260,Alternative,2023,3
artist12,music34,264,Eletronic,2010,3
artist7,music85,204,Jpop,2017,4
artist2,music131,283,Country,2020,3
artist10,music139,212,R&B,2006,2
artist14,music24,193,Jpop,2008,5
artist12,music45,293,Jpop,2006,5
artist16,music119,220,Blues,2003,4
artist13,music11,190,Kpop,2015,4
artist9,music13,197,Alternative,2013,5
artist13,music145,191,Blues,2019,1
artist8,music109,297,Pop,2009,3
artist7,music52,216,Reggae,2020,5
artist1,music50,294,Eletronic,2015,3
artist17,music63,198,Folk,2022,4
artist17,music23,260,Pop,2003,3
artist11,music135,183,Country,2009,3
artist17,music61,233,R&B,1999,1
artist18,music17,210,Reggae,2002,4
artist5,music113,237,Hip Hop,2019,1
artist1,music41,192,Jazz,2010,4
artist8,music129,203,Eletronic,2009,1
artist13,music9,299,Jazz,2007,3
artist3,music6,293,Blues,2018,3
artist3,music25,215,Jazz,2023,4
artist18,music69,219,Reggae,2005,1
artist5,music107,288,Rock,2021,3
artist16,music91,194,Alternative,2015,3
artist8,music65,218,Rock,2011,2
artist2,music29,293,Alternative,2000,3
artist3,music5,181,Country,2008,5
artist11,music1,189,Classic,2011,1
artist1,music77,228,Jpop,2001,5
artist2,music121,217,Rock,2021,2
artist7,music35,263,Hip Hop,2008,3
artist15,music117,214,Jpop,2008,1
artist7,music47,191,Reggae,1999,1
artist13,music7,216,Funk,2000,2
artist17,music81,199,Funk,2004,3
artist18,music67,214,Jpop,2001,4
artist16,music2,268,R&B,2009,1
artist5,music101,215,Funk,2014,1
artist6,music26,205,Alternative,2002,4
artist15,music30,282,Country,2012,3
artist16,music123,253,Pop,2022,1
artist8,music21,242,Reggae,2015,4
artist15,music40,289,Funk,2010,3
artist2,music127,237,Blues,2005,5
artist6,music10,250,Hip Hop,2000,1
artist9,music8,225,Eletronic,2004,3
artist12,music51,239,Funk,2022,5
artist17,music99,279,Rock,2000,3
artist15,music59,253,Eletronic,2011,1
artist3,music105,247,Funk,2019,4
artist12,music22,198,R&B,2010,4
artist15,music97,265,Kpop,2016,4
artist8,music133,250,Pop,2010,2
artist4,music19,224,Reggae,2008,2
artist5,music20,240,Reggae,2018,4
artist11,music89,282,R&B,2022,1
artist11,music27,247,Classic,2015,5
artist15,music28,224,Alternative,2008,4
artist7,music38,234,Pop,2012,4
artist12,music147,238,Jpop,2009,3
artist10,music87,202,R&B,1999,2
artist3,music75,276,Jazz,2004,5
artist9,music46,193,Eletronic,2000,3
artist7,music93,221,Folk,2017,4
artist9,music143,201,Kpop,2019,2
artist9,music14,261,Blues,2020,5
artist7,music103,197,Hip Hop,2020,4
artist6,music83,297,Classic,2015,5
artist2,music73,219,Rock,1999,4
artist15,music37,226,Reggae,2009,3
artist1,music12,242,Kpop,2005,1
artist18,music125,269,Funk,2020,5
artist11,music137,255,Pop,2022,3
artist13,music55,293,Reggae,2000,1
artist6,music31,237,Country,2022,5
artist9,music33,185,Pop,2018,5
artist17,music15,298,Blues,2014,5
artist11,music48,294,Jazz,2002,1
