artist11,music8298,280,Country,2006,1
artist3,music534,287,R&B,2017,4
artist4,music1031,196,Funk,2004,4
artist12,music8174,212,Eletronic,2020,4
artist5,music12524,258,Blues,2022,2
artist10,music6442,277,Country,2011,1
artist5,music11268,239,Reggae,2017,5
artist17,music4809,224,Blues,2012,5
artist7,music2002,182,Folk,2010,5
artist7,music876,277,Folk,2014,1
artist16,music839,190,Hip Hop,2002,1
artist8,music2701,273,Pop,2015,5
artist14,music8680,232,Country,2003,3
artist12,music6322,197,Reggae,2019,3
artist4,music691,230,Blues,2012,4
artist3,music7186,283,Country,2004,3
artist6,music8990,270,Blues,2008,1
artist5,music1180,199,Classic,2010,4
artist13,music4569,190,Hip Hop,2014,3
artist5,music12630,209,Pop,2014,1
artist1,music11656,226,Hip Hop,2020,3
artist17,music11846,281,Country,2008,2
artist3,music3441,245,Classic,2002,2
artist15,music3881,267,Eletronic,2021,4
artist8,music5504,237,R&B,2003,3
artist18,music4744,264,Country,2014,1
artist1,music1666,251,Alternative,2002,2
artist6,music10960,298,Reggae,2015,2
artist6,music10158,187,Blues,2000,3
artist3,music7108,276,R&B,2002,1
artist2,music5095,293,Classic,2016,5
artist2,music121,217,Rock,2021,2
artist5,music6715,276,Reggae,2020,4
artist5,music4559,180,Hip Hop,2017,5
artist16,music12594,202,Classic,2015,3
artist10,music11480,246,Rock,2016,4
artist12,music4201,297,Jazz,2000,5
artist11,music6884,232,Country,1999,3
artist9,music9560,184,Funk,2013,3
artist10,music5207,277,Jazz,2003,2
artist2,music7264,261,Alternative,2000,2
artist14,music3694,253,Kpop,2005,1
artist5,music1314,280,Hip Hop,2021,5
artist17,music6838,285,Reggae,2010,5
artist5,music6368,291,Hip Hop,2022,3
artist16,music5982,196,Rock,2010,1
artist17,music4277,265,Rock,2020,4
artist14,music5243,281,Eletronic,2000,1
artist14,music1350,194,Eletronic,2017,4
artist16,music9918,207,Kpop,2020,4
artist8,music1065,250,Classic,2011,3
artist10,music12730,267,Alternative,2020,4
artist7,music11704,196,R&B,2013,5
artist3,music6260,248,Funk,2018,5
artist5,music6381,219,Reggae,2010,4
artist7,music4750,210,Blues,2017,4
artist7,music7728,189,Country,2023,4
artist9,music1433,206,Folk,2022,2
artist11,music3344,269,Alternative,2004,2
artist15,music8202,193,Classic,2001,3
artist16,music2507,298,Country,1999,2
artist15,music2550,211,Reggae,2008,3
artist1,music6435,233,Blues,2007,2
artist7,music11966,258,Blues,2018,1
artist3,music7764,205,Country,2012,5
artist13,music5957,287,Kpop,2001,2
artist7,music3736,222,Pop,2007,3
artist7,music4002,194,Country,2000,1
artist10,music5377,295,Rock,2020,3
artist16,music4504,221,Rock,2008,1
artist11,music1641,229,Pop,2002,5
artist1,music799,271,Jazz,2019,5
artist17,music557,284,Folk,2017,3
artist12,music8106,213,Country,2023,1
artist3,music12456,239,Jpop,2013,1
artist9,music698,294,Blues,2015,5
artist16,music3151,241,Blues,2009,4
artist8,music2293,205,Kpop,2003,4
artist18,music1362,272,Jazz,2016,4
artist9,music8488,296,Pop,2013,3
artist17,music668,190,Classic,2013,4
artist12,music7620,265,Pop,2013,5
artist13,music4928,180,Rock,2009,4
artist8,music3331,265,Hip Hop,2011,2
artist12,music2372,235,Folk,2022,2
artist17,music1216,293,Alternative,2004,4
artist9,music4503,289,Funk,2022,1
artist15,music4167,193,Country,2017,2
artist6,music2801,189,Eletronic,2003,1
artist8,music430,296,Blues,2003,4
artist15,music2206,283,Pop,2021,4
artist4,music2766,249,Eletronic,2013,2
artist9,music6349,283,Reggae,2000,4
artist14,music1923,257,Jazz,2007,5
artist5,music6318,293,Jpop,2008,3
artist5,music9432,237,Eletronic,2018,3
artist7,music5439,291,Country,2021,2
artist1,music7442,245,Eletronic,2010,1
artist5,music329,191,R&B,2012,5
